News,Headings
شہر کی واحد باقی رہ جانے والی صحت کی سہولت ناصر ہسپتال میں پلاسٹک سرجری اور برنز یونٹ کے سربراہ ڈاکٹر احمد مغرابی خوراک کی کمی کے بارے میں بی بی سی سے بات کرتے ہوئے رو پڑے۔,ورلڈ
انھوں نے کہا: 'میری تین سال کی ایک بیٹی ہے، وہ مٹھائی، سیب اور پھل کے لیے ضد کرتی رہتی ہے۔ میں اسے کچھ نہیں دے سکتا۔ میں خود کو انتہائی بے بس محسوس کرتا ہوں۔,ورلڈ
'یہاں کافی کھانا نہیں ہے، بلکہ کھانا ہی نہیں ہے۔ کیا آپ یقین کر سکتے ہیں کہ صرف چاول ہی ہے؟ ہم دن بھر میں ایک بار، صرف ایک بار کھاتے ہیں۔',ورلڈ
خان یونس حالیہ دنوں میں شدید فضائی حملوں کا نشانہ بنا ہوا ہے اور وہاں کے ناصر ہسپتال کے باس نے کہا کہ ان کی ٹیم کا ہسپتال پہنچنے والے مرنے والوں اور زخمیوں کی تعداد پر 'کنٹرول نہیں رہا ہے'۔,ورلڈ
اسرائیل کا کہنا ہے کہ حماس کے رہنما خان یونس میں ممکنہ طور پر سرنگوں کے زیر زمین نیٹ ورک میں چھپے ہوئے ہیں، اور یہ کہ وہ گروپ کی عسکری صلاحیتوں کو تباہ کرنے کے لیے گھر گھر اور 'کونے کونے' میں لڑ رہا ہے۔,ورلڈ
فلسطینی صدر محمود عباس نے سنیچر کے روز غزہ میں فوری جنگ بندی کے لیے اقوام متحدہ کی سلامتی کونسل کی قرارداد کو ویٹو کرنے کے بعد امریکہ پر جنگی جرائم میں ملوث ہونے کا الزام لگایا ہے۔,ورلڈ
سلامتی کونسل کے 15 ارکان میں سے 13 ممالک نے جنگ بندی کے مطالبے کی قرارداد کے حق میں ووٹ دیا جبکہ برطانیہ نے ووٹنگ میں حصہ نہیں لیا اور امریکہ واحد ملک تھا جس نے قرارداد کے خلاف ووٹ دیا۔,ورلڈ
فلسطینی اتھارٹی کے رہنما مسٹر عباس نے کہا کہ وہ ’(اسرائیلی) قابض افواج کے ہاتھوں غزہ میں فلسطینی بچوں، عورتوں اور بوڑھوں کے خون بہائے جانے کا ذمہ دار واشنگٹن کو ٹھہراتے ہیں۔‘,ورلڈ
اقوام متحدہ میں امریکی سفیر رابرٹ وڈ نے ویٹو کا دفاع کیا اور کہا کہ قرارداد ایک 'غیر پائیدار جنگ بندی' کا مطالبہ کر رہی ہے جس سے 'حماس اس قابل ہو جائے گا کہ وہ 7 اکتوبر کو کیے جانے والے اقدامات کو دہرا سکے۔',ورلڈ
اسرائیل کے وزیر اعظم بنیامن نتن یاہو نے کہا کہ وہ سلامتی کونسل میں امریکہ کے ’درست موقف‘ کو سراہتے ہیں۔,ورلڈ
سات دن کی عارضی جنگ بندی ابھی ایک ہفتہ قبل ختم ہوئی ہے۔ جنگ بندی کے تحت حماس نے اسرائیلی جیلوں میں قید 180 فلسطینی قیدیوں کے بدلے 78 مغویوں کو رہا کیا تھا۔,ورلڈ
غزہ میں حماس کے ہاتھوں میں اب بھی 100 سے زائد لوگ یرغمال ہیں۔,ورلڈ
اسرائیلی فوج نے بار بار غزہ کے 20 لاکھ شہریوں کو ہدایت دی ہے کہ وہ ایک ایسے علاقے جسے وہ ’یومینیٹیرین زون‘ کہہ رہے ہیں وہاں منتقل ہو جائیںآ خیال رہے کہ یہ علاقپ لندن کے ہیتھرو ایئرپورٹ سے بھی چھوٹا ہے۔ ,ورلڈ
المواصی بحیرہ روم کے کنارے زمین کی ایک تنگ پٹی ہے۔ اس میں چند عمارتیں ہیں اور یہ زیادہ تر ریتیلے ٹیلوں اور زرعی زمین پر مشتمل ہے۔,ورلڈ
اسرائیلی ڈیفنس فورسز کی طرف سے نامزد کیا گیا محفوظ علاقہ صرف 8,ورلڈ
5 مربع کلومیٹر (3,ورلڈ
3 مربع میل) ہے۔,ورلڈ
ایک پناہ گزین ریم عبد ربو اس علاقے میں کئی ہفتوں سے زمین پر سو رہی ہیں اور چار دیگر خاندانوں کے ساتھ ایک ہی ٹینٹ میں رہ رہی ہیں۔,ورلڈ
انھیں لگا کہ یہ جگہ بمباری اور لڑائی سے محفوظ ہو گی لیکن جب وہ یہاں پہنچیں تو بنیادی سہولیات ہی موجود نہیں تھیں۔,ورلڈ
انھوں نے بی بی سی کو بتایا کہ ’پانی ایک دن آتا ہے اور دس دن نہیں آتا، باتھ روم میں بھی ایسا ہوتا ہے۔ اور بجلی کی بھی یہی صورتحال ہے۔,ورلڈ
اسرائیلی فوج نے کم از کم 15 دفعہ سوشل میڈیا کے ذریعے لوگوں کو المواصی جانے کو کہا ہےآ آخری دفعہ انھوں نے 2 دسمبر کو یہ اعلان کیا تھا۔,ورلڈ
انٹرنیٹ کے محدود یا نہ ہونے کی وجہ سے لوگوں کو غزہ کے دیگر علاقوں میں محفوظ جگہیں ڈھونڈنا مشکل ہوچکا ہے۔ ,ورلڈ
تاہم المواصی کے متعلق اسرائیلی فوج کی ہدایات بھی کئی دفعہ تبدیل ہوئی ہیں۔,ورلڈ
عام شہریوں کا کہنا ہے کہ بدلتے ہوئے پیغامات کی وجہ سے محفوظ علاقوں کی نشاندہی کرنا ان کے لیے ایک مشکل بن گئی ہے۔ اسرائیلی فوج کی ہر پوسٹ میں ایک نقشہ ہے جس میں المواصی کے اندر ایک علاقے میں جانے کو کہا جاتا ہے۔,ورلڈ
لیکن مختلف اوقات میں المواصی کے اندر مختلف مقامات کو اسرائیل نے محفوظ مقام قرار دیا ہے۔,ورلڈ
مونا الاستال ایک ڈاکٹر ہیں جب ان کے پڑوسی کا گھر بمباری سے تباہ ہو گیا تھا انھیں مجبوراً خان یونس چھوڑ کر المواصی آنا پڑا۔,ورلڈ
وہ کہتی ہیں کہ بمباری کی آوازوں کی وجہ سے وہ پوری رات جاگتی رہتی ہیں۔,ورلڈ
مونا بھی اس علاقے میں پانی بجلی اور سہولیات کی عدم موجودگی کا بتاتی ہیں۔ وہ کہتی ہیں ٹینٹ اور دیگر اشیائے ضروریہ کے لیے انھیں 300 ڈالر دینے پڑے۔,ورلڈ
مونا کہتی ہیں انھوں نے لوگوں کو اقوام متحدہ کے سٹورہاؤس میں زبردستی گھستے ہوئے بھی دیکھا ہے کیونکہ وہ ’بہت بھوکے تھے اور ان کے پاس کھانے کو کچھ نہیں تھا۔‘,ورلڈ
مونا مزید کہتی ہیں ’ہر گزرتے دن کے ساتھ ہمارے لیے یہاں خطرہ بڑھ رہا ہے۔‘,ورلڈ
برطانیہ میں ایک مسیحی چرچ کی جانب سے ایک 16 سالہ لڑکے کے جسم سے مبینہ طور پر ’بدروح‘ نکالنے کی کوششوں کو خفیہ طور پر فلمایا گیا ہے۔,ورلڈ
اس ویڈیو میں ’یونیورسل چرچ آف دی کنگڈم آف گاڈ‘ نامی چرچ کے راہب کو بظاہر لڑکے کے جسم سے ’شیطانی روح‘ نکالنے کی کوششوں کے دوران دعائیں پڑھتے ہوئے دیکھا جا سکتا ہے۔,ورلڈ
بی بی سی پینوراما کو اسی چرچ کے ایک سابق رکن، جو اپنی شناخت ایک ہم جنس پرست کے طور پر کرتے ہیں، نے بتایا کہ 13 سال کی عمر میں ان کو بھی ایسی ہی کوششوں کا سامنا کرنا پڑا تھا جن کا مقصد ان کی جنسی شناخت کو ٹھیک کرنا تھا۔  ,ورلڈ
چرچ کا کہنا ہے کہ 18 سال سے کم عمر بچوں کا اس طرح علاج نہیں کیا جاتا۔ ,ورلڈ
تاہم بی بی سی پینوراما کی تحقیق سے علم ہوا ہے کہ چرچ نے عقیدت مندوں کو بتایا ہے کہ بدروح کو نکال کر ذہنی صحت کے مسائل سے نمٹنے میں مدد کی جا سکتی ہے۔ برطانیہ میں اس چرچ کے سربراہ نے ’ایپی لیپسی‘ نامی بیماری کو ایک روحانی مسئلہ قرار دیا ہے۔,ورلڈ
اس چرچ کی پوری دنیا میں شاخیں ہیں جن میں سے 35 برطانیہ میں ہیں۔ چرچ کے مطابق برطانیہ میں اس کے اراکین کی تعداد 10 ہزار ہے اور یہ اپنی شناخت ’کرسچیئن پینٹیکوسٹل چرچ‘ کے طور پر کرتی ہے۔,ورلڈ
مسیحی دنیا میں بدروحوں سے نجات پانے کے لیے ایسی رسموں کا رواج غیر معمولی نہیں۔ چند چرچوں میں اس رسم کو ’ایکسورسزم‘ کا نام دیا جاتا ہے۔,ورلڈ
ڈاکٹر جو ایلڈریڈ کہتے ہیں کہ ’چرچ آف انگلینڈ کے ہر ڈیوسیز میں ہی ایگسورسزم ہوتا ہے لیکن اصل سوال یہ ہے کہ یہ کیسے کیا جاتا ہے۔‘,ورلڈ
یو سی کے جی میں اس رسم کے دوران راہب ایک رکن پر ہاتھ رکھتا ہے اور دعائیں پڑھ کر مطالبہ کرتا ہے کہ شیطانی روح اس کے جسم سے باہر نکل جائے۔,ورلڈ
چرچ کے مطابق ہفتہ وار بنیادوں پر روحانی صفائی کے لیے دعائیہ تقریب منعقد ہوتی ہے تاکہ ’مسائل کی جڑ کا خاتمہ ہو سکے۔‘,ورلڈ
یو سی کے جی آٹھ سالہ وکٹوریا کلائمبی کے قتل کے بعد متنازع ہوئی جسے ان کی آنٹی نے اپنے بوائے فرینڈ کے ساتھ تشدد کر کے ہلاک کر دیا تھا۔,ورلڈ
سنہ 2000 میں وکٹوریا کی ہلاکت سے قبل ان کو اسی چرچ کی ایک شاخ میں لے جایا گیا تھا جہاں ایک راہب نے کہا کہ شاید ان پر کوئی بدروح حاوی ہو چکی ہے اور مشورہ دیا کہ ان کو شیطانی روح نکالنے والی رسم میں لے جایا جائے۔,ورلڈ
اس سے پہلے کہ یہ رسم ادا کی جا سکتی، وکٹوریا کو ہسپتال لے جایا گیا۔,ورلڈ
ایک چیریٹی کمیشن کی رپورٹ میں بتایا گیا کہ ’وکٹوریا کی اصل حالت کا اندازہ نہیں لگایا گیا اور نہ ہی متعلقہ حکام کو اطلاع دی گئی۔‘ رپورٹ میں کہا گیا کہ اس بارے میں تشویش ہے کہ چرچ کی بچوں کو تحفظ دینے کی کوئی واضح پالیسی نہیں۔ ,ورلڈ
تنقید کے بعد چرچ نے ایک پالیسی متعارف کروائی اور اب ان کا دعوی ہے کہ وہ 18 سال سے کم عمر افراد پر ایگسورسزم نہیں کرتے۔,ورلڈ
بی بی سی نے جنوبی لندن کے علاقے برکسٹن میں یو سی کے جی کی یوتھ گروپ سروس کا دورہ کیا جس میں نوجوان اور 18 سال سے کم عمر افراد بھی شامل تھے۔,ورلڈ
ایک خفیہ فلم میں دیکھا گیا کہ راہب نے عمر کے حساب سے گروہ کو تقسیم کیا۔,ورلڈ
ایک لڑکے نے خفیہ نمائندے کو بتایا کہ وہ 16 برس کا ہے۔ اس ویڈیو میں دیکھا گیا کہ راہب اس کا ہاتھ تھام کر دعا کرتے ہیں کہ لڑکے کے جسم میں موجود بدروح باہر نکل جائے۔,ورلڈ
’میرے خدا، اپنی آگ سے چھپی ہوئی شیطانی روح کو جلا دے۔‘,ورلڈ
بی بی سی نے یہ فلم جاہنین ڈیوس کو دکھائی جو بچوں کی حفاظت سے متعلق ایک خودمختار حکومتی پینل کا حصہ ہیں۔,ورلڈ
انھوں نے کہا کہ ’دو دہائیوں پہلے وکٹوریا کی موت اس طرح کی فوٹیج سے جڑی ہے اور یو سی کے جی کو خود سے سوال کرنا چاہیے کہ انھوں نے اب تک کیا سیکھا ہے۔‘,ورلڈ
یو سی کے جی نے ایک بیان میں کہا ہے کہ ’دعائیہ رسم مخصوص جگہوں پر ادا کی جاتی ہے اور 19 سال سے کم عمر کو اس میں حصہ لینے کی اجازت نہیں‘,ورلڈ
چرچ نے اپنی پالیسی کی خلاف ورزی ہونے کی سختی سے تردید کی ہے۔,ورلڈ
برطانیہ میں 30 سے زیادہ شاخوں والی یونیورسل چرچ آف دی کنگڈم آف گاڈ کا دعوی ہے کہ وہ لوگوں کی زندگیاں بدل رہی ہے۔,ورلڈ
بی بی سی پینوراما نے اس چرچ کے 40 سابقہ اراکین سے بات چیت کی جن میں سے چند کئی سال پہلے اس چرچ کو چھوڑ چکے ہیں جبکہ کچھ نے گزشتہ چند ماہ میں ہی اس چرچ سے تعلق ختم کیا۔ ,ورلڈ
شیرون نے 19 سال کی عمر میں اس چرچ کی لندن سٹریٹفورڈ شاخ میں شمولیت اختیار کی تھی۔ ان کا کہنا ہے کہ انھوں نے ایک راہب سے ڈپریشن کے بارے میں بات کی لیکن ان کو کبھی بھی ماہرانہ طبی مدد حاصل کرنے کا مشورہ نہیں دیا گیا۔,ورلڈ
وہ بتاتی ہیں کہ انھیں دعائیہ رسم میں شامل کیا گیا جو کہ چرچ کی اس پالیسی کی خلاف ہے جس کے مطابق یہ رسم ذہنی مسائل سے متاثرہ افراد پر ادا نہیں کی جاتی۔ ,ورلڈ
شیرون کا کہنا ہے کہ ’ایک وقت ایسا آیا کہ مجھے اس رسم میں شرکت سے خوف محسوس ہونے لگا کیونکہ میں ہر بار اس کا ہدف ہوتی تھی۔‘,ورلڈ
چرچ کا کہنا ہے کہ ’یہ رسم نقصان دہ نہیں ہوتی اور کسی کو یہ محسوس نہیں ہونا چاہیے کہ ان کو ہدف بنایا جا رہا ہے۔‘ چرچ کا یہ بھی کہنا ہے کہ ’اگر اسے علم ہو کہ کسی رکن کو ذہنی مسائل کا سامنا ہے تو ان کی ٹیم طبی مدد حاصل کرنے کے حوالے سے مشورہ دیتی ہے۔‘,ورلڈ
بی بی سی نے ایک اور سابق رکن مارک سے بھی بات کی جنھوں نے چرچ کے ردعمل کے ڈر سے نام ظاہر نہ کرنے کی شرط پر بات کی۔ انھوں نے بتایا کہ ان پر 13 سال کی عمر میں یہ رسم ادا کی گئی جس کا مقصد یہ تھا کہ ان کی جنسی شناخت درست ہو جائے۔,ورلڈ
’جب ان کو علم ہوا کہ میں ہم جنس پرست ہوں، تو انھوں نے مجھے بتانا شروع کیا کہ یہ ایک شیطانی روح کی وجہ سے ہو رہا ہے اور مجھے اس سروس میں شریک ہونے کی ضرورت ہے جس میں ایگسورسزم کیا جاتا ہے۔‘,ورلڈ
مارک کا کہنا ہے کہ چار سال تک ہر ہفتے ان کو اس رسم میں شریک کیا گیا اور انھوں نے خود کو یہ یقین دلانے کی کوشش کی کہ وہ خواتین کی جانب راغب ہو رہے ہیں۔ ,ورلڈ
’میں روتے ہوئے سوتا تھا اور یہ بہت مشکل وقت تھا کیونکہ خود سے نفرت کا احساس بہت زیادہ تھا۔‘,ورلڈ
یو سی کے جی نے بی بی سی کو بتایا ہے کہ وہ ’کسی کی جنسی شناخت بدلنے کے لیے علاج نہیں کرتے اور ہر طبقے سے تعلق رکھنے والے افراد کو چرچ میں خوش آمدید کہا جاتا ہے۔‘ ,ورلڈ
بی بی سی نے ایک ایسی ہی رسم کی خفیہ ریکارڈنگ کی جس کے دوران بشپ جیمز مارکوئیس نے کہا کہ ’چند بیماریاں روحانی مسائل کی وجہ سے ہوتی ہیں اور ذہنی صحت کے مسائل بھی شیطانی روح سے جڑے ہیں۔‘,ورلڈ
انھوں نے خفیہ نمائندے کو بتایا کہ ’ڈپریشن ایک روحانی مسئلہ ہے۔ ہر ڈپریشن کے پیچھے ایک شیطانی روح ہوتی ہے۔‘,ورلڈ
انھوں نے یہ بھی کہا کہ ’ہم جانتے ہیں کہ ایپی لیپسی ایک طبی مسئلہ ہے لیکن بائبل میں بتایا گیا کہ کیسے حضرت مسیح نے ایک ایسی شیطانی روح کو باہر نکالا جو ایپی لیپسی کی وجہ تھی۔ تو ہم سمجھتے ہیں کہ ایپی لیپسی حقیقت میں ایک روحانی معاملہ ہے جس کے جسمانی اثرات ہوتے ہیں۔‘,ورلڈ
ایک بیان میں یو سی کے جی نے کہا ہے کہ یہ دعائیہ رسم طبی یا ماہرین کے متبادل کے طور پر ادا نہیں کی جاتی۔,ورلڈ
چرچ کے سابق اراکین، جن سے بی بی سی نے بات کی، نے بتایا کہ ان کے لیے چرچ کو چھوڑنا کتنا مشکل تھا۔,ورلڈ
ریچل چرچ کو چھوڑنے کے بعد اب یو سی کے جی کیخلاف مہم چلا رہی ہیں اور نوجوانوں کو خطرات سے آگاہ کر رہی ہیں۔,ورلڈ
’وہ لوگوں سے کہتے ہیں کہ آپ کو وہ اسسٹنٹ یاد ہے جو یہاں بیٹھتا تھا؟ اس نے چرچ چھوڑ دی اور اب ان کی طلاق ہو رہی ہے، ان کو کینسر ہو گیا۔‘,ورلڈ
شیرون نے بتایا کہ ان کو ایک سابق رکن کی پریشان کن ویڈیو دکھائی گئی جو ایک موٹر سائیکل حادثے کا شکار ہو گیا تھا۔ ’انھوں نے کہا کہ جب آپ چرچ چھوڑتے ہیں تو یہ ہوتا ہے، شیطان آپ کی روح پر دوبارہ قبضہ کر لیتا ہے۔‘,ورلڈ
بی بی سی نے ایک اور تقریب کی خفیہ ریکارڈنگ کی جس میں الویرو لیما نامی بشپ نے عقیدت مندوں کو بتایا کہ چرچ کو چھوڑنے کے بعد ان کی ’والدہ بہت بیمار ہو گئی تھیں، ان کے پھیپھڑوں میں سرطان ہو گیا۔‘,ورلڈ
 تاہم انھوں نے کہا کہ بعد میں ان کی والدہ نے چرچ میں دوبارہ شمولیت اختیار کی اور ’اب ان کا کینسر کم ہو رہا ہے اور ان کی طبیعت بہتر ہو رہی ہے۔‘,ورلڈ
یو سی کے جی نے بی بی سی کو بتایا ہے کہ وہ ’خوفزدہ کرنے والے ہتھکنڈے استعمال نہیں کرتے اور چرچ کسی پر دباؤ ڈالنے میں دلچسپی نہیں رکھتی۔‘,ورلڈ
چرچ کا کہنا ہے کہ ان کے موجودہ اراکین ان کے کام سے مطمئن ہیں تاہم بہت سے سابق اراکین کا کہنا ہے کہ وہ اب کبھی اس چرچ کا حصہ نہیں بنیں گے۔,ورلڈ
سنگاپور کے طلبہ نے دنیا بھر میں ریاضی اور سائنس میں اعلیٰ کارکردگی کا مظاہرہ کیا ہے۔ ,ورلڈ
سنہ 2022 کے پیسا ٹیسٹ میں سنگاپور کے سکول کے طلبا نے مذکورہ مضامین میں دنیا بھر میں اعلیٰ عالمی درجہ بندی حاصل کی ہے۔,ورلڈ
یہ ملک تاریخی طور پر بطور خاص ریاضی کے میدان میں بہت کامیاب رہا ہے اور اس کا سہرا اس ملک کے اس مخصوص طریقے سے منسوب کیا جاتا ہے جس کے ذریعے اس موضوع کو پڑھایا جاتا ہے۔,ورلڈ
پیسا یعنی ’دی پروگرام فار انٹرنیشنل سٹوڈنٹ اسیسمنٹ‘ 15 سال تک کے بچوں کے تعلیمی معیار کی درجہ بندی کا ایک نظام ہے جسے آرگنائزیشن فار اکنامک کوآپریشن اینڈ ڈیولپمنٹ (او ای سی ڈی) کے ذریعے متعارف کروایا گیا ہے۔,ورلڈ
پیسا کے تین اہم مضامین میں ریاضی ایک مضمون ہے۔ سنہ 2022 میں 81 ممالک کے 15 سالہ بچوں نے اس میں شرکت کی تھی۔ اس ٹیسٹ میں شریک ممالک کے بچوں نے اوسطاً  472 پوائنٹس حاصل کیے جبکہ سنگاپور کے طلبہ نے اوسطاً 575 پوائنٹس حاصل کیے۔,ورلڈ
سنگاپور کے حکام کا خیال ہے کہ ریاضی کی تعلیم لوگوں کو منطقی اور تجزیاتی طور پر سوچنے میں اہم کردار ادا کرتی ہے۔ اس لیے چھوٹی عمر سے ہی سنگاپور کے بچے ریاضی کے اہم عمل میں استدلال، مواصلات اور ماڈلنگ جیسے موضوعات کو سیکھتے ہیں۔,ورلڈ
اس ملک میں ریاضی پڑھانے کے لیے رائج خصوصی طریقہ کار کو عام طور پر ’سنگاپور میتھمیٹکس‘ کے نام سے جانا جاتا ہے۔,ورلڈ
دراصل اسے سنگاپور کی وزارت تعلیم نے سنہ 1980 کی دہائی میں اپنے سرکاری سکولوں کے لیے تیار کروایا تھا۔,ورلڈ
اس طریقہ کار میں بچوں کو فارمولے یاد کروانے کے بجائے ان کے لیے اس کی گہری تفہیم پیدا کی جاتی ہے اور حالیہ دہائیوں میں اسے دنیا بھر میں مختلف طریقوں سے وسیع پیمانے پر اپنایا گیا ہے۔,ورلڈ
سنگاپور کے ریاضی کے طریقہ کار کے دو بنیادی نظریات ہیں۔ ایک حقیقی، تصویری اور خیالی نقطہ نظر (کنکریٹ، پکٹوریئل، ایبسٹریکٹ یعنی سی پی اے) اور دوسرا مہارت کا تصور۔,ورلڈ
سی پی اے سنگاپور کی ریاضی کے لیے منفرد نہیں ہے اور اسے امریکی ماہر نفسیات جیروم برونر نے سنہ 1960 کی دہائی میں تیار کیا تھا۔,ورلڈ
یہ تصور اس خیال پر مبنی ہے کہ بچوں اور حتیٰ کہ بالغوں کو بھی ریاضی مشکل لگ سکتی ہے۔ لہٰذا سی پی اے تجریدی تصورات کو واضح انداز میں متعارف کراتی ہے، اور اس کے بعد ہی کوئی مزید پیچیدہ مضامین کی طرف بڑھتا ہے۔,ورلڈ
آکسفورڈ یونیورسٹی کے اسوسی ایٹ پروفیسر آف ایجوکیشن ڈاکٹر ایریل لنڈورف نے بی بی سی کو بتایا کہ ’سنگاپور میں ریاضی کی مضمون  کے لیے بچے ہمیشہ کچھ ٹھوس کر رہے ہوتے ہیں۔‘ ,ورلڈ
انھوں نے کہا کہ ’جیسے ان کے پاس کیوبز ہوں جنھیں ایک ساتھ رکھ کر وہ جوڑ سکتے ہیں۔ وہ تصویر کے ذریعے سیکھ سکتے ہیں۔ ان کے پاس صرف اعداد کے بجائے پھولوں کی کچھ تصویریں ہو سکتی ہیں جنھیں وہ ایک ساتھ رکھ کر جوڑ سکتے ہیں، یا لوگ یا مینڈک یا پھر کوئی ایسی چیز جس سے وہ خود کو منسلک پائيں تاکہ یہ ان کی فہم و فراست کے لیے آسان ہو۔‘,ورلڈ
اس طرح سی پی اے ان مختلف نمائندگیوں کے ذریعے ریاضی کو سمجھنے کا ایک طریقہ فراہم کرتا ہے۔,ورلڈ
اور پھر ایک بار جب بچے یہ ظاہر کرنے لگتے ہیں کہ وہ ریاضی کے مسئلے کے ٹھوس اور تصویری مراحل کی واضح سمجھ رکھتے ہیں تو وہ سیکھنے کے تجریدی یا خیالی مرحلے کی طرف بڑھتے ہیں۔,ورلڈ
ڈاکٹر لنڈورف کہتے ہیں کہ ’سنگاپور میں ریاضی پڑھانے کا طریقہ رٹے لگانے پر منحصر نہیں ہے۔‘,ورلڈ
سنگاپور ریاضی کے طریقہ کار کا ایک اور ستون ’مہارت‘ کا تصور ہے۔ اس کے تحت اس بات کو یقینی بنایا جاتا ہے کہ کلاس میں ہر طالب علم ایک ساتھ آگے بڑھے اور یہ کہ کوئی پیچھے نہ رہ جائے۔,ورلڈ
مثال کے طور پر جب بچے کوئی خاص موضوع سیکھتے ہیں جیسے کہ کسی چیز میں اضافہ کرنا تو یہ فطری ہے کہ کچھ بچے اسے دوسروں کے مقابلے میں زیادہ جلدی سمجھ سکتے ہیں۔,ورلڈ
ایسے میں ان طلبا کو بالکل مختلف موضوع کی طرف لے جانے کے بجائے، انھیں اسی موضوع سے متعلق اضافی سرگرمیاں دی جاتی ہیں تاکہ ان کی سمجھ کو مزید گہرا کیا جا سکے۔,ورلڈ
ڈاکٹر لنڈورف کہتے ہیں کہ ’اس کا مطلب یہ نہیں ہے کہ ہر ایک کو رکنے اور دوسرے طالب علم کے ان تک پہنچنے کا انتظار کرنا پڑتا ہے۔,ورلڈ
’خیال یہ ہے کہ اگر کچھ بچوں کو اعداد کو جمع کرنے کی بہت اچھی سمجھ ہے، تو استاد انھیں اعداد کو منفی کرنے کی طرف نہیں بڑھائے گا بلکہ اس کے بجائے انھیں جمع کرنے کے تصور کے بارے میں مزید گہرائی میں بتائے گا۔‘,ورلڈ
یہ سرگرمیاں بڑی تعداد یا مختلف فارمیٹس پر مبنی ہو سکتی ہیں۔,ورلڈ
اس لیے جو بچے بہتر سمجھ رکھتے ہیں وہ اب بھی کلاس کے باقی بچوں کی طرح ہی مسائل حل کریں گے لیکن اسے مختلف طریقے سے حل کر رہے ہوں گے۔,ورلڈ
سنگاپور کی ریاضی میں طلبا کو ریاضی کو اہم اور قابل حصول سمجھنا بہت ضروری ہے۔,ورلڈ
ڈاکٹر لنڈورف کہتے ہیں کہ اس کے پیچھے ’خیال یہ ہے کہ ہر کوئی ریاضی سمجھنے کی صلاحیت رکھتا ہے اور ہر کسی کو کسی حد تک اس تصور پر عبور حاصل کرنا چاہیے۔‘,ورلڈ
وہ کہتے ہیں کہ ’کچھ بچے زیادہ ماہر ہو سکتے ہیں، کچھ اس میں تھوڑی زیادہ گہرائی رکھ سکتے ہیں۔۔۔ ہم اکثر سوچتے ہیں کہ کچھ لوگوں کو ریاضی آتی ہے اور کچھ کو نہیں آتی۔ میرے خیال سے یہ درست تصور نہیں ہے اور سنگاپور میتھ بھی اس نظریے کو تسلیم نہیں کرتا۔‘,ورلڈ
یہ طریقہ پہلے ہی بہت سے دوسرے ممالک میں مستعمل ہے۔ ان میں امریکہ، کینیڈا، اسرائیل، برطانیہ اور بہت سے دوسرے ممالک شامل ہیں۔,ورلڈ
لیکن ڈاکٹر لنڈورف کا خیال ہے کہ سنگاپور ریاضی کے طریقہ کار کی کامیابی کا سنگاپور کی تعلیمی کلچر اور تاریخ سے گہرا تعلق ہے۔,ورلڈ
انھوں نے کہا کہ ’مجھے نہیں لگتا کہ آپ صرف یہ طریقہ اختیار کر کے اسے دوسرے ممالک میں نافذ کر سکتے ہیں۔,ورلڈ
’سنگاپور کی ایک دلچسپ اور منفرد تاریخ ہے، اور یہ ایک بہت چھوٹی جگہ ہے۔ سنگاپور میں تعلیمی تبدیلی کے بارے میں سوچنا برطانیہ یا امریکہ میں تبدیلی کے بارے میں سوچنے سے مختلف ہے۔‘,ورلڈ
وہ یہ بھی بتاتی ہیں کہ سنگاپور میں اساتذہ کے پاس دوسرے ممالک کے مقابلے روشن کریئر کے امکانات اور بہتر سپورٹ حاصل ہے اور ریاضی کی تعلیم کے لیے سنگاپور کے بچوں کا رویہ بھی یہاں ان کی ریاضی میں کامیابی کا ایک اہم عنصر ہے۔,ورلڈ
وہ پوچھتی ہیں کہ ’لوگ ریاضی سیکھنے کے فوائد کے بارے میں کیا سوچتے ہیں۔ کیا یہ محض ہوم ورک کے لیے کچھ سوالات حل کرنے جیسا ہے یا یہ ان کی زندگی کے مسائل کو حل کرنے کے بارے میں ہے؟‘,ورلڈ
اگر آنکھ کے بدلے آنکھ اور دانت کے بدلے دانت کے توریتی اصول پر ہی انتقام لیا جاتا تو بھی بارہ سو کے بدلے بارہ سو جانوں کا کفارہ بنتا ہے۔ مگر جب نشہ ہی طاقت کا ہو اور باز پرس سے مکمل چھوٹ بھی ہو اور مقصد بدلے کے بجائے مکمل نسلی بیخ کُنی ہو اور غصہ کھوپڑیوں کے مینار بنائے بغیر اترنا محال ہو تو تمام الہامی احکامات بھی دھرے کے دھرے رہ جاتے ہیں۔,ورلڈ
یقین نہ آئے تو عصرِ حاضر کے یزیدوں، چنگیزوں اور ہٹلروں کے گرو ہنری کسنجر کا تصدیقی قول سن لیجیے کہ ’طاقت کا نشہ قوتِ مردانہ سے بھی زیادہ سکون آور ہے۔‘,ورلڈ
بارہ سو جانوں کو اٹھارہ ہزار انسانوں کے قتل پر تقسیم کر کے دیکھ لیں۔ فی جان کا بدلہ پندرہ لاشیں بنتی ہیں اور ابھی یہ خونی جمع ضرب تفریق مسلسل جاری ہے۔ لاشیں اس قدر گرتی چلی جا رہی ہیں کہ تخمینے کا بھی سانس پھول رہا ہے۔,ورلڈ
